# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
      84.099        0.000     2105.168     2968.918
      84.110      188.700     2105.168     2968.918
      84.120      189.100     2105.168     2968.918
      84.131      188.700     2105.168     2968.918
      84.142       94.400     2105.168     2968.918
      84.152      189.300     2105.168     2968.918
      84.163       94.400     2105.168     2968.918
      84.173      188.800     2105.168     2968.918
      84.184       94.200     2105.168     2968.918
      84.194        0.000     2105.168     2968.918
      84.205       94.600     2105.168     2968.918
      84.216       94.500     2105.168     2968.918
      84.226       94.600     2105.168     2968.918
      84.237       94.400     2105.168     2968.918
      84.247       94.300     2105.168     2968.918
      84.258       93.900     2105.168     2968.918
      84.269       93.200     2105.168     2968.918
      84.279       93.800     2105.168     2968.918
      84.290      187.900     2105.168     2968.918
      84.301       93.900     2105.168     2968.918
      84.311       93.800     2105.168     2968.918
      84.322       94.200     2105.168     2968.918
      84.333       94.300     2105.168     2968.918
      84.343       94.200     2105.168     2968.918
      84.354       94.100     2105.168     2968.918
      84.364       94.000     2105.168     2968.918
      84.375       93.900     2105.168     2968.918
      84.386      187.400     2105.168     2968.918
      84.396       93.700     2105.168     2968.918
      84.407       94.200     2105.168     2968.918
      84.418       93.800     2105.168     2968.918
      84.428       93.700     2105.168     2968.918
      84.439       94.400     2105.168     2968.918
      84.450      190.500     2105.168     2968.918
      84.460       94.700     2105.168     2968.918
      84.471      186.100     2105.168     2968.918
      84.482        0.000     2105.168     2968.918
      84.492       93.700     2105.168     2968.918
      84.504      174.000     2105.168     2968.918
      84.514      192.100     2105.168     2968.918
      84.525       96.000     2105.168     2968.918
      84.535        0.000     2105.168     2968.918
      84.546       95.900     2105.168     2968.918
      84.558       82.100     2105.168     2968.918
      84.568        0.000     2105.168     2968.918
      84.579       93.900     2105.168     2968.918
      84.589       93.800     2105.168     2968.918
      84.600        0.000     2105.168     2968.918
      84.611       88.400     2105.168     2968.918
      84.622        0.000     2105.168     2968.918
      84.633        0.000     2105.168     2968.918
      84.643       93.400     2105.168     2968.918
      84.654        0.000     2105.168     2968.918
      84.665        0.000     2105.168     2968.918
      84.675       96.600     2105.168     2968.918
      84.685        0.000     2105.168     2968.918
      84.697        0.000     2105.168     2968.918
      84.707       96.400     2105.168     2968.918
      84.718       93.700     2105.168     2968.918
      84.729       94.600     2105.168     2968.918
      84.739        0.000     2105.168     2968.918
      84.749       96.200     2105.168     2968.918
      84.760        0.000     2105.168     2968.918
      84.770        0.000     2105.168     2968.918
      84.782      181.200     2105.168     2968.918
      84.792      187.500     2105.168     2968.918
      84.803       93.000     2105.168     2968.918
      84.814       92.400     2105.168     2968.918
      84.825       93.300     2105.168     2968.918
      84.835       91.500     2105.168     2968.918
      84.846      187.100     2105.168     2968.918
      84.857       93.500     2105.168     2968.918
      84.867       94.100     2105.168     2968.918
      84.878        0.000     2105.168     2968.918
      84.889        0.000     2105.168     2968.918
      84.899       93.700     2105.168     2968.918
      84.910       93.900     2105.168     2968.918
      84.921       93.500     2105.168     2968.918
      84.932      187.100     2105.168     2968.918
      84.942        0.000     2105.168     2968.918
      84.953       94.000     2105.168     2968.918
      84.963       94.800     2105.168     2968.918
      84.974        0.000     2105.168     2968.918
      84.984       97.300     2105.168     2968.918
      84.994       96.900     2105.168     2968.918
      85.005       93.400     2105.168     2968.918
      85.015       95.400     2105.168     2968.918
      85.026       96.600     2105.168     2968.918
      85.036       96.500     2105.168     2968.918
      85.047       94.100     2105.168     2968.918
      85.057       94.800     2105.168     2968.918
      85.068      192.800     2105.168     2968.918
      85.078       96.100     2105.168     2968.918
      85.089       97.200     2105.168     2968.918
      85.099       97.400     2105.168     2968.918
      85.109       95.300     2105.168     2968.918
      85.120       94.800     2105.168     2968.918
      85.130       96.200     2105.168     2968.918
      85.141        0.000     2105.168     2968.918
      85.151       97.400     2105.168     2968.918
      85.161       96.300     2105.168     2968.918
      85.172        0.000     2105.168     2968.918
      85.182      189.600     2105.168     2968.918
      85.193       96.400     2105.168     2968.918
      85.203        0.000     2105.168     2968.918
      85.213       97.500     2105.168     2968.918
      85.224        0.000     2105.168     2968.918
      85.234       96.000     2105.168     2968.918
      85.244       97.100     2105.168     2968.918
      85.255       95.700     2105.168     2968.918
      85.265       94.100     2105.168     2968.918
      85.276       90.400     2105.168     2968.918
      85.287       93.100     2105.168     2968.918
      85.298      187.200     2105.168     2968.918
      85.308      187.200     2105.168     2968.918
      85.319        0.000     2105.168     2968.918
      85.330       94.400     2105.168     2968.918
      85.340      187.800     2105.168     2968.918
      85.351      188.100     2105.168     2968.918
      85.362       93.600     2105.168     2968.918
      85.372       93.700     2105.168     2968.918
      85.383       93.500     2105.168     2968.918
      85.394      187.900     2105.168     2968.918
      85.404      188.300     2105.168     2968.918
      85.415      188.200     2105.168     2968.918
      85.425       94.400     2105.168     2968.918
      85.436      187.900     2105.168     2968.918
      85.447       93.700     2105.168     2968.918
      85.457        0.000     2105.168     2968.918
      85.468      187.800     2105.168     2968.918
      85.479       94.300     2105.168     2968.918
